Name,Star Rating,Staff,Punctuality,Helpfulness,Knowledge
Dr. Valerie Lyon,4.67,0,4.0,5,5.0
Dr. Valerie Lyon,4.67,0,4.0,5,5.0
Dr. D. Steenkamp,5.0,5,5.0,5,5.0
Dr. D. Steenkamp,4.75,5,5.0,5,4.0
Dr. D. Steenkamp,5.0,5,5.0,5,5.0
Dr. D. Steenkamp,5.0,5,5.0,5,5.0
Dr. D. Steenkamp,4.75,5,4.0,5,5.0
Dr. D. Steenkamp,5.0,5,5.0,5,5.0
Dr. D. Steenkamp,5.0,0,5.0,5,5.0
Dr. D. Steenkamp,2.33,0,4.0,1,2.0
Dr. D. Steenkamp,5.0,0,5.0,5,5.0
Dr. D. Steenkamp,4.67,0,4.0,5,5.0
Dr. D. Steenkamp,5.0,0,5.0,5,5.0
Dr. D. Steenkamp,5.0,0,5.0,5,5.0
Dr. D. Steenkamp,5.0,0,5.0,5,5.0
Dr. D. Steenkamp,5.0,0,5.0,5,5.0
Dr. Sanford M. Gould,4.75,5,4.0,5,5.0
Dr. Sanford M. Gould,4.5,5,3.0,5,5.0
Dr. Sanford M. Gould,4.0,5,3.0,4,4.0
Dr. Sanford M. Gould,4.75,5,4.0,5,5.0
Dr. Sanford M. Gould,5.0,5,5.0,5,5.0
Dr. Sanford M. Gould,4.0,4,4.0,4,4.0
Dr. Sanford M. Gould,4.75,5,4.0,5,5.0
Dr. Sanford M. Gould,5.0,5,5.0,5,5.0
Dr. Sanford M. Gould,4.25,5,3.0,4,5.0
Dr. Sanford M. Gould,4.75,5,4.0,5,5.0
Dr. Sanford M. Gould,5.0,5,5.0,5,5.0
Dr. Sanford M. Gould,1.5,1,2.0,1,2.0
Dr. Sanford M. Gould,4.33,0,3.0,5,5.0
Dr. Sanford M. Gould,3.33,0,2.0,4,4.0
Dr. Mikhail A. Fuks,5.0,5,5.0,5,5.0
Dr. Mikhail A. Fuks,5.0,5,5.0,5,5.0
Dr. Mikhail A. Fuks,5.0,5,5.0,5,5.0
Dr. Mikhail A. Fuks,5.0,5,5.0,5,5.0
Dr. Mikhail A. Fuks,5.0,5,5.0,5,5.0
Dr. Mikhail A. Fuks,1.5,1,3.0,1,1.0
Dr. Mikhail A. Fuks,1.0,1,1.0,1,1.0
Dr. Mikhail A. Fuks,5.0,5,5.0,5,5.0
Dr. Mikhail A. Fuks,5.0,5,5.0,5,5.0
Dr. Mikhail A. Fuks,4.5,4,4.0,5,5.0
Dr. Mikhail A. Fuks,5.0,5,5.0,5,5.0
Dr. Mikhail A. Fuks,4.5,5,5.0,3,5.0
Dr. Mikhail A. Fuks,4.5,4,5.0,4,5.0
Dr. Dave J. Ores,4.5,4,4.0,5,5.0
Dr. Dave J. Ores,5.0,5,5.0,5,5.0
Dr. Dave J. Ores,5.0,5,5.0,5,5.0
Dr. Dave J. Ores,5.0,5,5.0,5,5.0
Dr. Dave J. Ores,5.0,5,5.0,5,5.0
Dr. Dave J. Ores,4.5,3,5.0,5,5.0
Dr. Dave J. Ores,5.0,5,5.0,5,5.0
Dr. Dave J. Ores,5.0,5,5.0,5,5.0
Dr. Dave J. Ores,5.0,5,5.0,5,5.0
Dr. Dave J. Ores,2.5,2,4.0,2,2.0
Dr. Dave J. Ores,1.25,1,2.0,1,1.0
Dr. Dave J. Ores,5.0,0,5.0,5,5.0
Dr. Dave J. Ores,4.67,0,5.0,5,4.0
Dr. Samuel Altstein,2.25,2,3.0,1,3.0
Dr. Samuel Altstein,3.0,1,1.0,5,5.0
Dr. Samuel Altstein,2.5,4,3.0,1,2.0
Dr. Samuel Altstein,4.75,4,5.0,5,5.0
Dr. Samuel Altstein,1.0,1,1.0,1,1.0
Dr. Samuel Altstein,4.75,4,5.0,5,5.0
Dr. Samuel Altstein,1.5,1,1.0,1,3.0
Dr. Samuel Altstein,5.0,5,5.0,5,5.0
Dr. Samuel Altstein,5.0,5,5.0,5,5.0
Dr. Samuel Altstein,4.5,4,4.0,5,5.0
Dr. Samuel Altstein,5.0,5,5.0,5,5.0
Dr. Samuel Altstein,5.0,5,5.0,5,5.0
Dr. Samuel Altstein,5.0,5,5.0,5,5.0
Dr. Samuel Altstein,5.0,5,5.0,5,5.0
Dr. Samuel Altstein,4.5,4,4.0,5,5.0
Dr. Samuel Altstein,4.5,3,5.0,5,5.0
Dr. Samuel Altstein,5.0,5,5.0,5,5.0
Dr. Samuel Altstein,4.75,4,5.0,5,5.0
Dr. Samuel Altstein,4.0,3,3.0,5,5.0
Dr. Roger I. Emert,5.0,5,5.0,5,5.0
Dr. Roger I. Emert,4.75,4,5.0,5,5.0
Dr. Roger I. Emert,5.0,5,5.0,5,5.0
Dr. Roger I. Emert,4.75,5,4.0,5,5.0
Dr. Roger I. Emert,4.25,4,3.0,5,5.0
Dr. Roger I. Emert,4.75,5,4.0,5,5.0
Dr. Roger I. Emert,5.0,0,5.0,5,5.0
Dr. Roger I. Emert,3.33,0,2.0,3,5.0
Dr. Roger I. Emert,2.0,0,2.0,2,2.0
Dr. Roger I. Emert,4.67,0,4.0,5,5.0
Dr. Roger I. Emert,4.33,0,3.0,5,5.0
Dr. Roger I. Emert,4.67,0,4.0,5,5.0
Dr. Anne L. NOLTE,4.5,5,4.0,5,4.0
Dr. Anne L. NOLTE,5.0,5,5.0,5,5.0
Dr. Anne L. NOLTE,5.0,5,5.0,5,5.0
Dr. Anne L. NOLTE,5.0,5,5.0,5,5.0
Dr. Anne L. NOLTE,5.0,5,5.0,5,5.0
Dr. Kyamalya A. Ismailova,4.75,5,4.0,5,5.0
Dr. Kyamalya A. Ismailova,5.0,5,5.0,5,5.0
Dr. Kyamalya A. Ismailova,5.0,5,5.0,5,5.0
Dr. Kyamalya A. Ismailova,4.75,5,4.0,5,5.0
Dr. Kyamalya A. Ismailova,4.75,5,4.0,5,5.0
Dr. Kyamalya A. Ismailova,4.75,5,4.0,5,5.0
Dr. Kyamalya A. Ismailova,4.75,5,4.0,5,5.0
Dr. Kyamalya A. Ismailova,5.0,5,5.0,5,5.0
Dr. Kyamalya A. Ismailova,2.0,5,1.0,1,1.0
Dr. Kyamalya A. Ismailova,2.75,4,3.0,1,3.0
Dr. Joseph Buono,4.5,5,3.0,5,5.0
Dr. Joseph Buono,5.0,5,5.0,5,5.0
Dr. Joseph Buono,5.0,5,5.0,5,5.0
Dr. Joseph Buono,5.0,5,5.0,5,5.0
Dr. Joseph Buono,4.75,4,5.0,5,5.0
Dr. Joseph Buono,3.75,3,3.0,5,4.0
Dr. Alan B. Kadet,5.0,5,5.0,5,5.0
Dr. Alan B. Kadet,3.0,1,3.0,3,5.0
Dr. Alan B. Kadet,3.0,1,4.0,3,4.0
Dr. Alan B. Kadet,5.0,5,5.0,5,5.0
Dr. Alan B. Kadet,2.75,3,3.0,2,3.0
Dr. Alan B. Kadet,5.0,5,5.0,5,5.0
Dr. Alan B. Kadet,5.0,5,5.0,5,5.0
Dr. Alan B. Kadet,5.0,5,5.0,5,5.0
Dr. Alan B. Kadet,5.0,5,5.0,5,5.0
Dr. Alan B. Kadet,2.25,3,4.0,1,1.0
Dr. Alan B. Kadet,4.5,5,3.0,5,5.0
Dr. Alan B. Kadet,3.25,4,3.0,3,3.0
Dr. Alan B. Kadet,5.0,5,5.0,5,5.0
Dr. Alan B. Kadet,4.67,0,4.0,5,5.0
Dr. Alan B. Kadet,5.0,0,5.0,5,5.0
Dr. Alan B. Kadet,4.67,0,4.0,5,5.0
Dr. Alan B. Kadet,4.67,0,4.0,5,5.0
Dr. Alan B. Kadet,2.33,0,4.0,1,2.0
Dr. Alan B. Kadet,5.0,0,5.0,5,5.0
Dr. Alan B. Kadet,4.67,0,4.0,5,5.0
Dr. Alan B. Kadet,2.0,0,1.0,1,4.0
Dr. Alan B. Kadet,4.67,0,4.0,5,5.0
Dr. Alan B. Kadet,4.33,0,4.0,4,5.0
Dr. Alan B. Kadet,4.33,0,4.0,5,4.0
Dr. Alan B. Kadet,5.0,0,5.0,5,5.0
Dr. Alan B. Kadet,2.67,0,3.0,2,3.0
Dr. Sue G. Decotiis,4.5,5,3.0,5,5.0
Dr. Sue G. Decotiis,5.0,5,5.0,5,5.0
Dr. Sue G. Decotiis,5.0,5,5.0,5,5.0
Dr. Sue G. Decotiis,5.0,5,5.0,5,5.0
Dr. Sue G. Decotiis,5.0,5,5.0,5,5.0
Dr. Sue G. Decotiis,5.0,5,5.0,5,5.0
Dr. Sue G. Decotiis,4.75,5,4.0,5,5.0
Dr. Sue G. Decotiis,5.0,5,5.0,5,5.0
Dr. Sue G. Decotiis,5.0,5,5.0,5,5.0
Dr. Sue G. Decotiis,4.5,3,5.0,5,5.0
Dr. Sue G. Decotiis,5.0,5,5.0,5,5.0
Dr. Sue G. Decotiis,4.5,5,4.0,5,4.0
Dr. Sue G. Decotiis,1.0,1,1.0,1,1.0
Dr. Sue G. Decotiis,1.0,1,1.0,1,1.0
Dr. Sue G. Decotiis,2.75,2,3.0,3,3.0
Dr. Sue G. Decotiis,1.0,1,1.0,1,1.0
Dr. Sue G. Decotiis,3.25,3,3.0,4,3.0
Dr. Sue G. Decotiis,1.25,2,1.0,1,1.0
Dr. Sue G. Decotiis,4.25,4,4.0,5,4.0
Dr. Sue G. Decotiis,5.0,5,5.0,5,5.0
Dr. Sue G. Decotiis,4.25,5,4.0,4,4.0
Dr. Sue G. Decotiis,4.67,0,4.0,5,5.0
Dr. Sue G. Decotiis,2.33,0,4.0,2,1.0
Dr. Jack Fatiha,1.0,1,1.0,1,1.0
Dr. Jack Fatiha,5.0,5,5.0,5,5.0
Dr. Jack Fatiha,5.0,5,5.0,5,5.0
Dr. Jack Fatiha,5.0,5,5.0,5,5.0
Dr. Jack Fatiha,5.0,5,5.0,5,5.0
Dr. Jack Fatiha,5.0,5,5.0,5,5.0
Dr. Jack Fatiha,5.0,5,5.0,5,5.0
Dr. Jack Fatiha,5.0,5,5.0,5,5.0
Dr. Jack Fatiha,4.5,4,4.0,5,5.0
Dr. Jack Fatiha,2.0,1,2.0,2,3.0
Dr. Adina Benitez,5.0,5,5.0,5,5.0
Dr. Adina Benitez,5.0,5,5.0,5,5.0
Dr. Adina Benitez,5.0,5,5.0,5,5.0
Dr. Adina Benitez,5.0,5,5.0,5,5.0
Dr. Denny Martin,5.0,5,5.0,5,5.0
Dr. Denny Martin,5.0,5,5.0,5,5.0
Dr. Denny Martin,5.0,5,5.0,5,5.0
Dr. Denny Martin,5.0,5,5.0,5,5.0
Dr. Omar Klobocista,5.0,5,5.0,5,5.0
Dr. Omar Klobocista,5.0,5,5.0,5,5.0
Dr. Omar Klobocista,5.0,5,5.0,5,5.0
Dr. Omar Klobocista,5.0,5,5.0,5,5.0
Dr. Sandra Berman,4.75,5,4.0,5,5.0
Dr. Sandra Berman,5.0,5,5.0,5,5.0
Dr. Sandra Berman,4.75,5,4.0,5,5.0
Dr. Sandra Berman,5.0,5,5.0,5,5.0
Dr. Sandra Berman,4.25,5,2.0,5,5.0
Dr. John Michael McKnight,5.0,5,5.0,5,5.0
Dr. John Michael McKnight,2.0,5,1.0,1,1.0
Dr. John Michael McKnight,5.0,5,5.0,5,5.0
Dr. John Michael McKnight,4.75,4,5.0,5,5.0
Dr. John Michael McKnight,2.5,2,3.0,2,3.0
Dr. John Michael McKnight,3.0,4,4.0,2,2.0
Dr. John Michael McKnight,4.0,4,4.0,4,4.0
Dr. John Michael McKnight,4.5,4,4.0,5,5.0
Dr. John Michael McKnight,4.25,4,4.0,4,5.0
Dr. John Michael McKnight,4.25,4,4.0,4,5.0
Dr. John Michael McKnight,4.5,4,5.0,5,4.0
Dr. John Michael McKnight,4.75,4,5.0,5,5.0
Dr. Robbins L. Gottlock,4.75,5,4.0,5,5.0
Dr. Robbins L. Gottlock,2.0,1,1.0,2,4.0
Dr. Robbins L. Gottlock,4.25,3,4.0,5,5.0
Dr. Robbins L. Gottlock,3.5,1,3.0,5,5.0
Dr. Robbins L. Gottlock,5.0,5,5.0,5,5.0
Dr. Robbins L. Gottlock,4.5,4,4.0,5,5.0
Dr. Robbins L. Gottlock,4.5,4,4.0,5,5.0
Dr. Robbins L. Gottlock,3.0,1,2.0,5,4.0
Dr. Robbins L. Gottlock,4.75,4,5.0,5,5.0
Dr. Robbins L. Gottlock,5.0,5,5.0,5,5.0
Dr. Alexandre M. Scheer,5.0,5,5.0,5,5.0
Dr. Alexandre M. Scheer,5.0,5,5.0,5,5.0
Dr. Alexandre M. Scheer,4.5,4,5.0,4,5.0
Dr. Alexandre M. Scheer,4.5,4,5.0,4,5.0
Dr. Alexandre M. Scheer,4.25,5,4.0,4,4.0
Dr. Michael A. Kanevsky,5.0,5,5.0,5,5.0
Dr. Michael A. Kanevsky,5.0,5,5.0,5,5.0
Dr. Michael A. Kanevsky,4.5,4,4.0,5,5.0
Dr. Michael A. Kanevsky,5.0,5,5.0,5,5.0
Dr. Jose M. Lares-Guia,4.0,4,3.0,4,5.0
Dr. Jose M. Lares-Guia,5.0,5,5.0,5,5.0
Dr. Jose M. Lares-Guia,5.0,5,5.0,5,5.0
Dr. Jose M. Lares-Guia,5.0,5,5.0,5,5.0
Dr. Jose M. Lares-Guia,5.0,5,5.0,5,5.0
Dr. Jose M. Lares-Guia,1.25,1,2.0,1,1.0
Dr. Jose M. Lares-Guia,5.0,5,5.0,5,5.0
Dr. Barry Sloan,4.0,5,1.0,5,5.0
Dr. Barry Sloan,5.0,5,5.0,5,5.0
Dr. Barry Sloan,4.75,5,4.0,5,5.0
Dr. Barry Sloan,4.75,5,4.0,5,5.0
Dr. Barry Sloan,1.5,1,1.0,2,2.0
Dr. Barry Sloan,5.0,5,5.0,5,5.0
Dr. Barry Sloan,4.25,4,3.0,5,5.0
Dr. Barry Sloan,4.5,5,3.0,5,5.0
Dr. Barry Sloan,4.75,5,4.0,5,5.0
Dr. Barry Sloan,4.75,5,4.0,5,5.0
Dr. Barry Sloan,4.5,4,4.0,5,5.0
Dr. Barry Sloan,5.0,5,5.0,5,5.0
Dr. Barry Sloan,5.0,5,5.0,5,5.0
Dr. Barry Sloan,2.25,2,1.0,3,3.0
Dr. Barry Sloan,1.5,3,1.0,1,1.0
Dr. Barry Sloan,1.0,1,1.0,1,1.0
Dr. Barry Sloan,2.5,2,2.0,3,3.0
Dr. Kevin A. Charlotten,1.0,1,1.0,1,1.0
Dr. Kevin A. Charlotten,5.0,5,5.0,5,5.0
Dr. Kevin A. Charlotten,5.0,5,5.0,5,5.0
Dr. Kevin A. Charlotten,5.0,5,5.0,5,5.0
Dr. Kevin A. Charlotten,5.0,5,5.0,5,5.0
Dr. Kevin A. Charlotten,5.0,5,5.0,5,5.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,4.75,4,5.0,5,5.0
Dr. Ronald Langman,2.25,1,4.0,1,3.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,4.5,4,4.0,5,5.0
Dr. Ronald Langman,4.75,5,4.0,5,5.0
Dr. Ronald Langman,1.75,1,3.0,2,1.0
Dr. Ronald Langman,2.25,2,5.0,1,1.0
Dr. Ronald Langman,2.0,2,4.0,1,1.0
Dr. Ronald Langman,3.0,2,4.0,3,3.0
Dr. Ronald Langman,4.0,4,4.0,4,4.0
Dr. Ronald Langman,1.0,1,1.0,1,1.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,1.0,1,1.0,1,1.0
Dr. Ronald Langman,5.0,5,5.0,5,5.0
Dr. Ronald Langman,1.5,3,1.0,1,1.0
Dr. Ronald Langman,1.0,1,1.0,1,1.0
Dr. Ronald Langman,1.0,1,1.0,1,1.0
Dr. Steven Athanail,5.0,5,5.0,5,5.0
