,Topic_Perc_Contrib,readability,richness,objectivity,Review Useful,text
43,0.3732,7.77,105.70672701238985,0.4692538163590796,1,"['year', 'young', 'doctor', 'experience', 'border', 'unfeeling', 'uncaring', 'rush', 'appointment', 'need', 'new', 'doctor', 'check', 'network', 'insurance', 'expect', 'much', 'however', 'arrive', 'spotless', 'modern', 'beautiful', 'office', 'start', 'incredibly', 'wonderful', 'beyond_belief', 'doctor', 'experience', 'staff', 'accommodate', 'helpful', 'friendly', 'eager', 'make', 'feel', 'comfortably', 'immediately', 'home', 'usually', 'fill', 'page', 'page', 'page', 'medical', 'info', 'call', 'ask', 'information', 'look', 'immaculate', 'state', 'art', 'office', 'simple', 'page', 'fill', 'see', 'delightful', 'escort', 'office', 'go', 'entire', 'medical_history', 'carefully', 'input', 'entire', 'history', 'computer', 'time', 'saver', 'leave', 'wondrous', 'easiness', 'office', 'procedure', 'yet', 'fill', 'note', 'discuss', 'comprehend', 'simply', 'flow', 'completely', 'knowledgable', 'helpful', 'warm', 'compassionate', 'saw', 'words_cannot', 'fully', 'express', 'describe', 'hstly', 'kindest', 'warmest', 'smartest', 'thoughtful', 'understanding', 'attentive', 'doctor', 'see', 'completely', 'answer', 'question', 'spend', 'much', 'time', 'need', 'address', 'concern', 'rush', 'full', 'urine', 'test', 'extensive', 'productive', 'medical', 'full', 'physical', 'appointment', 'feel', 'totally', 'enormously', 'comfortable', 'care', 'left', 'office', 'incredibly', 'incredibly', 'please', 'fill', 'warmth', 'hstly', 'review', 'conclusively', 'doubt', 'good', 'top', 'doctor', 'deservedly', 'write', 'review', 'somewhat', 'portray', 'full', 'picture', 'experience', 'actually', 'show', 'truth', 'needless', 'recommend', 'highly', 'thankfully', 'find', 'doctor', 'rest', 'finish', 'competence', 'tenderness', 'care', 'empathy', 'certainly', 'kind', 'doctor', 'thankful', 'word', 'comprehension', 'luckily', 'find', 'hope']"
44,0.3675,5.97,80.17219917012449,0.4027777777777778,1,"['shocked', 'person', 'notice', 'safely', 'surmise', 'person', 'issue', 'good', 'trust', 'health', 'brilliant', 'patient', 'keep', 'late', 'negative', 'report', 'stay', 'reason', 'likely', 'due', 'need', 'extra', 'care', 'last_thing', 'care', 'money', 'truly_care', 'patient']"
45,0.3819,7.78,94.13600000000001,0.21666666666666667,0,"['doctor', 'confident', 'give', 'sound', 'practical', 'advice', 'always', 'time', 'explain', 'carefully', 'need', 'follow', 'rare', 'physician', 'today', 'hectic', 'society']"
46,0.3778,6.71,18.0,0.4818181818181818,1,"['care', 'doctor', 'ever_met', 'really', 'seem', 'care', 'new', 'office', 'amazing']"
47,0.3585,0.46,33.635000000000005,0.19999999999999996,1,"['good', 'doctor', 'ever', 'wonderful', 'doctor', 'husband', 'always']"
48,0.3548,6.36,62.79185114565492,0.5166666666666666,1,"['actually', 'care', 'honest', 'doctor', 'knowledgeable', 'give', 'honest', 'rating', 'appointment', 'time', 'meet', 'wait', 'take', 'time', 'patient', 'really', 'need', 'way', 'time', 'care', 'rate', 'doctor', 'negative', 'number', 'result', 'take', 'time', 'care', 'need', 'ignorant', 'foolish', 'long', 'living', 'area', 'trust', 'trust', 'recommendation', 'lose', 'job', 'work', 'deal', 'mark']"
49,0.3911,6.46,95.57333333333334,0.9333333333333333,1,"['wait', 'see', 'less', 'min', 'program', 'less', 'well', 'service', 'unethical', 'look', 'care', 'bout', 'get', 'pay', 'insurance', 'care', 'patient', 'avoid', 'cost']"
50,0.4163,10.81,61.43753187149413,0.45833333333333337,0,"['agree', 'review', 'see', 'number', 'doctor', 'group', 'one', 'care', 'get', 'specialist', 'care', 'always', 'seem', 'exactly', 'go', 'expect', 'avoid', 'other', 'medicine', 'send', 'way', 'lose', 'sorry', 'bombard', 'office', 'complicate', 'problem']"
51,0.358,13.37,88.52801811042022,0.6666666666666667,1,"['obige', 'rate', 'see', 'comment', 'teacher', 'wonder', 'student', 'room', 'thorough', 'earn', 'incude', 'thing', 'thinking', 'dr', 'revea', 'get', 'sense', 'go', 'drs', 'incude', 'gyn', 'cod', 'matter', 'fact', 'question', 'ask', 'act', 'busy', 'question', 'time', 'drs', 'care', 'refer', 'instead', 'work', 'best', 'continue', 'send', 'firm', 'famiy']"
52,0.3877,5.44,117.73999999999997,0.2666666666666666,0,"['absolutely', 'good', 'love', 'grateful', 'wonderful', 'doctor', 'always', 'helpful', 'care']"
53,0.3474,7.04,100.32000000000001,0.4028846153846155,0,"['travel', 'vaccine', 'quickly', 'upcoming', 'trip', 'bit', 'research_online', 'good', 'rate', 'probably', 'good', 'idea', 'research', 'page', 'see', 'follow', 'day', 'pleased', 'level', 'professionalism', 'knowledgeable', 'answer', 'every_single', 'question', 'sense', 'humor', 'rare', 'quite', 'delightful', 'human', 'choice', 'see', 'regularly', 'asoberoi']"
54,0.3455,0.79,16.0,0.3999999999999999,0,"['go', 'good']"
55,0.3511,7.71,54.88000000000004,0.5,0,"['interested', 'use', 'train', 'assistant', 'treat']"
56,0.3738,8.23,67.27000000000001,0.4600000000000001,0,"['expect', 'high', 'end', 'office', 'doctor', 'squeeze', 'emergency', 'thorough']"
57,0.3532,7.38,67.1098659635245,0.5111111111111111,0,"['excellent', 'doctor', 'compassion', 'constantly', 'amaze', 'knowledge', 'frankness', 'ease', 'making', 'feel', 'understand', 'care', 'happen', 'answer', 'question', 'enough', 'symptom', 'research', 'back', 'quickly', 'immediately', 'refer', 'specialist', 'hand', 'good', 'doctor', 'ever']"
58,0.4315,12.29,76.06897216782387,0.3111111111111112,0,"['previous', 'doctor', 'say', 'afraid', 'cancer', 'say', 'reassure', 'take', 'say', 'insurance', 'would', 'pay', 'agree', 'manage', 'effortlessly', 'painlessly', 'scar', 'person', 'probably', 'mad', 'spend', 'insurance_company', 'pay', 'doctor', 'money', 'give', 'wife', 'want']"
59,0.3517,8.98,80.64000000000003,1.0,0,"['helpful', 'reach', 'get', 'point', 'talk', 'probably', 'back', 'emergency', 'treat', 'improtant', 'patient', 'intend', 'picky']"
60,0.4667,7.41,79.26603564762047,0.4253607503607504,0,"['see', 'doctor', 'always', 'seem', 'diagnosis', 'action', 'always', 'spot', 'believe', 'partly', 'due', 'accept', 'patient', 'feedback', 'ail', 'patient', 'think', 'wrong', 'body', 'pretty', 'well', 'live', 'well', 'educate', 'believe', 'idea', 's', 'wrong', 'sick', 'hesistate', 'provide', 'specialist', 'referral', 'dislike', 'doctor', 'insist', 'numerous', 'test', 'specialist', 'personally', 'follow', 'time', 'sure', 'healing', 'properly', 'overall', 'doctor', 'continue', 'consult', 'sickness', 'health']"
61,0.4238,14.24,87.91364574123196,0.3408333333333333,0,"['find', 'rare', 'heart', 'brain', 'class', 'humor', 'unfortunately', 'diagnose', 'condition', 'keep', 'go', 'deep', 'end', 'explain', 'teaching', 'gyn', 'doctor', 'hand', 'cold', 'come', 'referral', 'people', 'office', 'squeeze', 'way', 'seen_promptly', 'clever', 'fun', 'get', 'fact', 'make', 'understand', 'internet', 'answer', 'email', 'complete', 'response', 'make', 'hesitate', 'followup', 'test', 'specialist', 'name', 'speak', 'highly', 'felt_comfortable', 'never_forget', 'experience', 'doctor', 'difference']"
62,0.358,8.47,78.49333333333335,0.125,0,"['experience', 'attentive', 'intelligent', 'earth', 'attractive', 'clean', 'specialist', 'know']"
63,0.389,9.9,75.0,0.8111111111111111,0,"['travel', 'suffer', 'deep', 'cut', 'arm', 'spending', 'emergency_room', 'see', 'friend', 'give', 'name', 'see', 'without_hesitation', 'professional', 'work', 'probably', 'well', 'plastic_surgeon', 'pay', 'less', 'conversation', 'lawyer', 'telephone', 'recommend']"
64,0.3592,9.5,118.32074074074066,0.20500000000000007,0,"['amazing', 'absolutely', 'amazing', 'anytime', 'ever', 'accessible', 'give', 'freely', 'doctor', 'liakea', 'maybe', 'go', 'doctor', 'dreadful', 'experience']"
65,0.3937,6.57,71.75466666666667,0.26111111111111107,0,"['love', 'associate', 'always', 'helpful', 'flexible', 'schedule', 'problem', 'office', 'follow', 'sure', 'ok', 'staff', 'reception', 'always', 'helpful', 'polite', 'associate', 'pleasant', 'well']"
66,0.3542,7.59,134.5399999999999,1.0,0,"['treat', 'always', 'feel', 'care', 'attention', 'apply', 'common_sense', 'reason', 'draw', 'picture', 'risk', 'result', 'option', 'always_returns', 'phone_call']"
67,0.3485,8.64,70.00000000000001,0.7,0,"['refer', 'dentist', 'intelligent', 'helpfu', 'remove', 'growth', 'back', 'make', 'feel_comfortable', 'explaining_everythe', 'actually', 'almost', 'fun']"
68,0.3808,8.75,78.44666666666666,0.6399999999999999,0,"['high', 'end', 'professional', 'efficient', 'doctor', 'extermely', 'responsive', 'well', 'accurate', 'specialist', 'previous', 'doctor', 'call', 'say']"
69,0.4065,6.07,87.95652173913044,0.4402380952380953,0,"['simply', 'take', 'time', 'address', 'concern', 'feel_rushe', 'make', 'feel_comfortable', 'ask_questions', 'kind', 'thoughtful', 'answer', 'walk', 'hard', 'doctor', 'genuinely', 'make', 'feel', 'trust']"
70,0.3659,1.25,67.22800000000001,0.9,0,"['always', 'doctor', 'always', 'take', 'time', 'listen', 'never', 'seem', 'hurry', 'next', 'patient', 'give', 'answer', 'understand', 'doctor', 'speak', 'really', 'health', 'thank']"
71,0.3509,5.99,15.0,0.30000000000000004,1,"['helpful', 'kind', 'help', 'solve', 'problem', 'quickly', 'recommend', 'friend']"
72,0.3564,7.96,44.84666666666666,0.42499999999999993,1,"['good', 'doctor', 'ever', 'use', 'thoughtful', 'understanding', 'helpful', 'delightful', 'absolutley', 'adore', 'miss', 'much', 'dream', 'doctor']"
73,0.3982,5.84,62.53932584269663,0.5892857142857143,1,"['see', 'thorough', 'polite', 'respectful', 'take', 'time', 'urgent', 'situation', 'arise', 'get', 'back', 'quickly', 'office', 'staff', 'enjoy', 'small', 'office', 'small', 'staff', 'private', 'individualize', 'attention', 'care', 'find']"
74,0.419,6.79,96.36206896551724,0.4904761904761904,1,"['find', 'read', 'review', 'site', 'appointment', 'live', 'review', 'claim', 'office', 'receptionist', 'friendly', 'really', 'helpful', 'nice', 'history', 'form', 'patient', 'fill', 'extensive', 'take', 'time', 'review', 'comprehensive', 'medical', 'examination', 'ever', 'smart', 'sensitive', 'listener', 'talk']"
75,0.3481,1.45,90.34666666666668,0.3125,1,"['doctor', 'start', 'instead', 'set', 'tone', 'pretty', 'unpleasant', 'low', 'energy', 'really', 'interested', 'get']"
76,0.3799,6.4,73.96000000000002,0.5,0,"['see', 'good', 'doctor', 'care', 'thoughtful', 'thorough', 'never', 'hurry', 'extremely', 'humble', 'talk', 'level', 'quality', 'physician', 'ask']"
77,0.418,9.0,73.93647058823531,0.35505952380952377,0,"['professionalism', 'combine', 'confidence', 'allow', 'patient', 'care', 'excellent', 'office', 'manner', 'thorough', 'take', 'time', 'discuss', 'physical', 'issue', 'helpful', 'refer', 'office', 'lovely', 'comfortable', 'competent', 'confident', 'staff', 'add', 'pleasant', 'medical', 'experience']"
78,0.3984,6.48,82.27702702702703,0.5616666666666666,0,"['left', 'appointment', 'must', 'pleasant', 'doctor', 'ever', 'staff', 'friendly', 'professional', 'entire', 'make', 'almost', 'leave', 'dog', 'sweetest', 'thing', 'recommend', 'look', 'doctor', 'listen', 'aske', 'question', 'let', 'basically', 'make', 'patient', 'number']"
79,0.4027,5.84,61.453642384105954,0.24,0,"['look', 'extremely', 'intelligent', 'doctor', 'honest', 'perfect', 'fit', 'caring', 'time', 'listen', 'rush', 'always', 'tell', 'believe', 'good', 'advice', 'trade']"
80,0.3444,5.73,68.82909090909091,0.11999999999999988,0,"['good', 'doctor', 'ever', 'truly', 'care', 'always', 'take', 'time', 'sit', 'ask', 'necessary', 'question', 'afraid', 'completely', 'honest', 'ask_question', 'matter', 'stupid']"
81,0.396,7.5,53.19727047146402,0.38290909090909087,0,"['experience', 'extremely', 'positive', 'thorough', 'examination', 'take', 'time', 'really', 'listen', 'discuss', 'concern', 'office', 'rush', 'worried', 'question', 'trivial', 'incredibly', 'sensitive', 'anxiety', 'test', 'always', 'call', 'away', 'receive', 'result', 'call', 'call', 'office', 'approach', 'intelligent', 'inform', 'compassionate', 'high', 'regard', 'recommend']"
82,0.3435,6.05,77.40287769784173,0.4,0,"['friend_recommende', 'glad', 'experience', 'doctor', 'tend', 'treat', 'number', 'room', 'fast', 'possible', 'case', 'take', 'time', 'feel', 'relaxed', 'talk', 'condition', 'current', 'concern', 'never', 'make', 'feel_rushe', 'make', 'feel', 'concern', 'valid', 'address', 'wholeheartedly', 'pass', 'name', 'friend', 'colleague', 'actually', 'feel', 'healthy', 'exam']"
83,0.4184,7.76,128.6764705882353,0.3836538461538461,0,"['well', 'doctor', 'wonderful', 'manner', 'thorough', 'extremely', 'care', 'concern', 'entire', 'well', 'never', 'process', 'clinic', 'quite', 'opposite', 'always', 'treat', 'important', 'individual', 'contrary', 'comment', 'tact', 'gentle', 'tactful', 'people', 'ever_met', 'explains_everythe', 'carefully', 'way', 'care', 'patient', 'mean', 'research', 'unusual', 'medical', 'issue', 'time', 'find', 'specialist', 'refer', 'friend', 'doctor', 'small', 'town', 'family', 'doctor', 'big', 'city']"
84,0.3607,7.33,68.28368794326241,0.3119047619047619,0,"['fantastic', 'feel', 'lucky', 'find', 'recommend', 'several_friends', 'colleague', 'always', 'thorough', 'taking', 'time', 'ask', 'detailed', 'question', 'follow', 'thing', 'mention', 'previous', 'visit', 'take', 'concern', 'seriously', 'never', 'ask', 'office', 'welcome', 'theater', 'fan', 'love', 'poster', 'wall', 'exam', 'room']"
85,0.4206,6.82,73.01574803149606,0.3222222222222223,0,"['live', 'extremely', 'picky', 'pcp', 'go', 'unsatisfactory', 'doctor', 'finally_found', 'aside', 'extremely_knowledgeable', 'thorough', 'kind', 'people', 'meet', 'treat', 'person', 'number', 'always', 'careful', 'follow', 'question', 'concern', 'bring', 'session', 'call', 'home', 'discuss', 'result', 'request', 'treatment', 'office', 'bright', 'clean', 'extremly', 'professional', 'gem', 'doctor', 'call', 'duty', 'patient', 'health', 'certainly', 'better', 'treat', 'efficient', 'warm', 'staff']"
86,0.4239,6.74,45.4003164556962,0.45277777777777783,0,"['review', 'disagree', 'other', 'opinion', 'tact', 'otherwise', 'good', 'diagnosis', 'however', 'pray', 'problem', 'news', 'leave', 'wonder', 'bad', 'way', 'tell', 'diagnosis']"
87,0.3788,6.71,17.0,0.0,0,"['excellent', 'doctor', 'thorough', 'take', 'time', 'recommend', 'friend', 'family']"
88,0.3788,8.18,54.76000000000002,0.32499999999999996,0,"['good', 'doctor', 'period', 'thorough', 'extremely_knowledgeable', 'willing', 'time', 'answer_question', 'sympathic', 'concern', 'doctor']"
89,0.3803,6.26,87.60708041958041,0.375,0,"['stand', 'doctor', 'routinely', 'take', 'time', 'listen', 'see', 'pleased', 'care', 'thing', 'impress', 'ability', 'treat', 'patient', 'intelligent', 'human', 'being', 'get', 'talk', 'treat', 'almost', 'peer', 'rush', 'always', 'feel', 'receive', 'appropriate', 'care', 'care', 'person', 'move', 'area']"
90,0.3467,6.31,114.33333333333331,0.7,0,"['doctor', 'ever_met', 'take', 'time', 'sit', 'add', 'personal', 'touch', 'often', 'miss', 'miedical', 'world']"
91,0.3859,1.12,57.86922160148976,0.5833333333333333,0,"['alternative', 'style', 'friendly', 'big', 'take', 'time', 'listen', 'get', 'person', 'partner', 'sister', 'recommend', 'sweet', 'person', 'doctor']"
92,0.3889,7.06,87.39111111111114,0.3666666666666667,0,"['clearly', 'super', 'dedicated', 'doctor', 'patient', 'yes', 'tend', 'late', 'rest_assured', 'get', 'rush', 'door', 'listener', 'sense', 'humor']"
93,0.3938,7.32,94.64000000000007,0.25,0,"['good', 'doctor', 'take', 'time', 'answer', 'question', 'never', 'hurry', 'extremely', 'intelligent']"
94,0.3665,5.5,47.320000000000036,1.0,1,"['often', 'primary_care', 'doctor', 'gyn', 'doctor']"
95,0.3397,7.29,10.0,0.19999999999999996,1,"['effective', 'can', 'diagnose']"
96,0.4362,6.31,86.53051352924062,0.4854166666666667,1,"['behalf', 'entire', 'family', 'much', 'truly', 'incredible', 'doctor', 'knowledgeable', 'professional', 'courteous', 'care', 'overall', 'fantastic', 'primary_care', 'physician', 'person', 'ever', 'pleasure', 'know', 'save', 'mother', 'care', 'daughter', 'trust', 'always', 'make', 'time', 'patient', 'makes_sure', 'safe', 'comfortable', 'diagnosis', 'properly', 'care', 'patient', 'responsible', 'helpful', 'way', 'doctor', 'safe', 'place', 'doctor', 'never', 'family']"
97,0.3516,6.71,18.0,0.09999999999999998,1,"['doctor', 'amazing', 'always', 'answer', 'question', 'treat', 'heart']"
98,0.4052,8.96,54.27957274401474,0.41166666666666674,1,"['preform', 'unnecessary', 'procedure', 'still', 'go', 'extremely', 'painful', 'test', 'treatment', 'due', 'action', 'unethical', 'unprofessional', 'understatement', 'go', 'bad', 'nightmare', 'place', 'star']"
99,0.3584,10.2,10.0,0.44999999999999996,1,"['love', 'sincere', 'attitude', 'patient']"
100,0.3568,7.27,40.459999999999994,0.9,1,"['professional', 'acuratly', 'take', 'time', 'listen']"
101,0.3626,5.11,54.88000000000004,0.4833333333333333,1,"['love', 'help', 'much', 'feel', 'ease', 'totally']"
102,0.3436,6.35,58.86999999999998,0.4,1,"['love', 'love', 'caring', 'way', 'help', 'matter', 'move', 'refuse', 'change', 'doctor']"
103,0.439,8.89,235.4800000000003,0.6866666666666666,1,"['actually', 'save', 'life', 'spend', 'enough', 'time', 'diagnose', 'correctly', 'previous', 'reviewer', 'see', 'different', 'doctor', 'trouble', 'spelling', 'name']"
104,0.3683,11.57,95.83,0.4285714285714286,1,"['doctor', 'experience', 'wonderful', 'diagnostitian', 'luxury', 'office', 'actually', 'attnede', 'oppose', 'inexperienced', 'medical', 'assitant', 'replace', 'unethical', 'behaviour', 'appropriate', 'gentle', 'elaborate', 'share', 'unethically', 'harass', 'deny', 'abuse', 'scare', 'share']"
105,0.3801,10.45,10.0,0.30000000000000004,1,"['extremely', 'professional', 'intelligent', 'careful', 'diagnostician', 'gentle', 'hand']"
